loan_id,borrower_id,current_balance,interest_rate,payment_status,last_payment_date,last_updated_at,servicer_name
LN-00936,BR-00936,14646.98,20.13,CURRENT,2023-04-22,2025-06-10,Apex Loan Services
LN-01525,BR-01525,139489.32,20.9,CURRENT,2026-06-06,2025-12-11,NorthStar Servicing
LN-01546,BR-01546,227470.15,10.42,DELINQUENT,2026-01-02,2025-06-03,NorthStar Servicing
LN-01371,BR-01371,,14.23,CURRENT,2024-06-03,2025-10-26,Cedar Capital
LN-00872,BR-00872,,19.93,CURRENT,2026-04-21,2025-11-20,Apex Loan Services
LN-01755,BR-00155,31212.72,14.76,CURRENT,2023-11-28,2025-03-18,Cedar Capital
LN-00111,BR-00111,3583.88,13.0,CURRENT,2025-04-04,2026-03-29,Cedar Capital
LN-00700,BR-00700,23199.27,12.57,CURRENT,2026-07-14,2026-01-19,Cedar Capital
LN-01630,BR-00030,2472.34,5.81,CURRENT,2026-04-21,2026-02-26,NorthStar Servicing
LN-00753,BR-00753,7823.05,4.73,CURRENT,2024-03-21,2025-06-23,NorthStar Servicing
LN-00319,BR-00318,,10.94,CURRENT,2021-03-31,2025-01-29,Cedar Capital
LN-00206,BR-00207,0,21.4,CURRENT,2025-01-16,2025-05-22,Cedar Capital
LN-00077,BR-00077,55286.19,125.0,CURRENT,2026-02-03,2024-04-25,NorthStar Servicing
LN-00501,BR-00501,55034.83,16.18,CURRENT,2025-09-13,2024-11-08,Cedar Capital
LN-01846,BR-00246,66808.2,11.98,DELINQUENT,2023-11-08,2026-03-06,Cedar Capital
LN-01816,BR-00216,,8.03,CLOSED,2025-01-07,2025-04-19,Cedar Capital
LN-00807,BR-00807,73022.35,12.63,CURRENT,2025-11-20,2026-02-01,BlueRiver Finance
LN-01907,BR-00307,0,16.21,DEFAULT,2022-10-20,2025-05-08,NorthStar Servicing
LN-00796,BR-00796,98603.34,17.08,CURRENT,2022-08-15,2026-05-27,BlueRiver Finance
LN-01180,BR-01180,1868.77,10.64,CURRENT,2023-08-10,2026-03-22,NorthStar Servicing
LN-01713,BR-00113,57083.06,14.39,CURRENT,2023-09-30,2025-09-26,NorthStar Servicing
LN-01337,BR-01337,,17.61,CLOSED,2024-05-17,2025-04-10,BlueRiver Finance
LN-00820,BR-00820,31874.41,13.99,CLOSED,2024-12-08,2026-05-22,NorthStar Servicing
LN-01079,BR-01079,64063.29,8.95,CURRENT,2023-05-20,2024-03-19,NorthStar Servicing
LN-01830,BR-00230,4247.83,12.1,CURRENT,2023-12-18,2025-08-26,Cedar Capital
LN-01986,BR-00386,110050.29,7.19,CURRENT,2023-05-11,2026-04-15,BlueRiver Finance
LN-00859,BR-00859,4805.97,13.84,DELINQUENT,2024-08-08,2026-02-04,Apex Loan Services
LN-01226,BR-01226,5553.32,5.47,CURRENT,2025-05-19,2026-02-16,BlueRiver Finance
LN-01370,BR-01370,74376.08,18.45,CURRENT,2021-04-04,2024-12-21,Cedar Capital
LN-01995,BR-00395,37741.64,15.73,CURRENT,2026-06-30,2025-11-24,NorthStar Servicing
LN-01242,BR-01242,20746.67,4.77,CURRENT,2025-10-28,2026-06-17,Cedar Capital
LN-00559,BR-00559,7343.79,20.73,CURRENT,2024-09-23,2025-09-21,Cedar Capital
LN-01440,BR-01440,59470.25,6.39,DELINQUENT,2024-08-26,2025-07-27,BlueRiver Finance
LN-00607,BR-00607,55866.17,8.64,DELINQUENT,2024-08-21,2025-12-04,NorthStar Servicing
LN-01119,BR-01119,4640.02,11.64,CURRENT,2026-04-14,2026-02-13,BlueRiver Finance
LN-00031,BR-00002,253734.17,14.12,CURRENT,2026-06-19,2025-11-02,NorthStar Servicing
LN-00149,BR-00149,60460.59,18.93,DELINQUENT,2022-01-08,2026-03-11,BlueRiver Finance
LN-01489,BR-01489,9304.12,13.23,CURRENT,2026-05-21,2026-04-01,Apex Loan Services
LN-00943,BR-00943,0,17.61,DEFAULT,2025-06-19,2026-06-21,Cedar Capital
LN-01117,BR-01117,3762.09,7.4,CURRENT,2024-06-06,2026-04-10,NorthStar Servicing
LN-01316,BR-01316,32638.98,10.87,CURRENT,2025-05-01,2025-12-26,Cedar Capital
LN-01756,BR-00156,,4.93,CURRENT,2024-08-06,2024-08-25,NorthStar Servicing
LN-00314,BR-00314,4885.37,5.53,DELINQUENT,2025-12-24,2025-12-30,BlueRiver Finance
LN-00334,BR-00334,31851.21,10.41,CURRENT,2025-07-13,2026-07-24,Cedar Capital
LN-00688,BR-00688,62525.17,12.69,CURRENT,2025-03-12,2026-05-30,Cedar Capital
LN-01666,BR-00066,201593.41,15.66,DELINQUENT,2024-09-25,2025-08-02,Cedar Capital
LN-01766,BR-00166,1976.75,13.44,CURRENT,2026-07-11,2025-09-05,Cedar Capital
LN-00282,BR-00282,,11.36,CURRENT,2026-04-02,2026-05-31,BlueRiver Finance
LN-01214,BR-01214,146314.58,13.78,CURRENT,2022-03-13,2025-12-31,Apex Loan Services
LN-01741,BR-00141,4362.84,11.93,DEFAULT,2025-07-17,2025-08-28,Cedar Capital
LN-00819,BR-00819,95729.86,19.93,DEFAULT,2024-07-24,2024-11-25,BlueRiver Finance
LN-00349,BR-00349,,10.16,DELINQUENT,2023-04-30,2025-03-08,NorthStar Servicing
LN-00499,BR-00499,6361.55,18.2,CURRENT,2024-03-31,2026-06-10,Apex Loan Services
LN-01896,BR-00296,56929.79,19.53,CURRENT,2023-11-26,2025-07-12,Apex Loan Services
LN-00811,BR-00811,76244.2,4.5,CURRENT,2026-07-09,2025-05-08,NorthStar Servicing
LN-00570,BR-00570,18585.02,10.53,CURRENT,2024-02-05,2026-01-02,NorthStar Servicing
LN-01833,BR-00233,,19.74,CURRENT,2026-02-20,2025-09-15,Cedar Capital
LN-01931,BR-00331,38100.75,5.76,CURRENT,2026-04-15,2025-08-15,BlueRiver Finance
LN-00416,BR-00416,7240.02,18.35,CURRENT,2024-03-18,2025-07-28,BlueRiver Finance
LN-00689,BR-00689,23506.07,9.93,CURRENT,2025-05-11,2025-09-10,BlueRiver Finance
LN-00556,BR-00556,447184.81,5.46,CURRENT,2026-06-06,2025-10-24,NorthStar Servicing
LN-00277,BR-00277,387732.19,8.05,CURRENT,2023-06-11,2025-09-01,Cedar Capital
LN-00478,BR-00478,19325.25,17.21,DEFAULT,2026-05-10,2026-06-03,BlueRiver Finance
LN-01600,BR-01600,29199.3,12.07,CURRENT,2025-01-26,2025-10-12,Apex Loan Services
LN-01707,BR-00107,3571.63,11.47,CURRENT,2024-01-16,2026-08-18,Apex Loan Services
LN-01954,BR-00354,10721.8,20.87,CURRENT,2024-10-21,2025-04-14,NorthStar Servicing
LN-01826,BR-00226,,12.31,CURRENT,2021-08-12,2025-06-07,Apex Loan Services
LN-01240,BR-01240,3095.94,8.98,CURRENT,2025-09-10,2025-07-10,Cedar Capital
LN-01564,BR-01564,6101.6,19.16,DEFAULT,2024-06-29,2025-10-08,NorthStar Servicing
LN-01598,BR-01598,38738.7,15.02,CURRENT,2025-02-18,2025-11-26,NorthStar Servicing
LN-01466,BR-01466,342073.56,12.86,CURRENT,2025-03-27,2025-04-06,Cedar Capital
LN-00697,BR-00697,21672.27,8.13,CURRENT,2023-11-28,2025-10-09,NorthStar Servicing
LN-00856,BR-00856,3031.44,10.73,CURRENT,2023-07-24,2025-12-11,Apex Loan Services
LN-00891,BR-00891,30640.69,5.05,CURRENT,2026-02-12,2026-01-29,Apex Loan Services
LN-00390,BR-00390,108277.86,8.46,DELINQUENT,2024-07-11,2025-07-05,NorthStar Servicing
LN-01037,BR-01037,,19.83,CURRENT,2025-09-06,2026-01-27,NorthStar Servicing
LN-01934,BR-00334,,14.61,CURRENT,2025-11-13,2025-05-22,Cedar Capital
LN-00563,BR-00563,71873.97,13.08,DEFAULT,2025-12-24,2025-04-21,NorthStar Servicing
LN-00842,BR-00842,6339.02,18.75,CURRENT,2025-07-19,2025-07-12,Apex Loan Services
LN-01903,BR-00303,22737.41,16.25,CURRENT,2026-02-24,2025-11-06,Apex Loan Services
LN-00131,BR-00131,11206.15,15.38,CURRENT,2025-08-19,2026-01-21,Apex Loan Services
LN-00831,BR-00831,224550.23,14.65,CURRENT,2025-03-27,2026-06-12,BlueRiver Finance
LN-01503,BR-01503,25236.7,9.7,CURRENT,2026-05-26,2025-07-23,Apex Loan Services
LN-01151,BR-01151,33942.31,13.5,DEFAULT,2026-02-17,2026-07-11,NorthStar Servicing
LN-01718,BR-00118,19489.94,16.86,DELINQUENT,2023-10-15,2025-02-04,BlueRiver Finance
LN-00380,BR-00380,37722.02,11.86,CURRENT,2026-02-15,2026-03-26,Apex Loan Services
LN-00612,BR-00612,9400.92,19.56,CURRENT,2024-11-05,2026-03-22,BlueRiver Finance
LN-00652,BR-00652,2745.11,5.13,CURRENT,2022-01-18,2025-06-02,NorthStar Servicing
LN-00784,BR-00784,437439.39,15.79,DELINQUENT,2026-02-19,2026-04-26,BlueRiver Finance
LN-00293,BR-00293,11876.76,10.72,CURRENT,2022-12-28,2025-04-08,NorthStar Servicing
LN-01142,BR-01142,10269.97,21.25,DELINQUENT,2025-12-30,2025-12-26,Cedar Capital
LN-01746,BR-00146,96514.81,12.13,CURRENT,2020-12-31,2026-07-27,Apex Loan Services
LN-01759,BR-00159,,13.58,CURRENT,2025-05-18,2025-02-04,Apex Loan Services
LN-01469,BR-01469,12018.45,9.63,CURRENT,2025-01-25,2025-12-14,BlueRiver Finance
LN-01773,BR-00173,,9.35,CURRENT,2024-04-29,2025-09-06,BlueRiver Finance
LN-01374,BR-01374,10982.94,5.64,CURRENT,2023-06-08,2025-03-13,NorthStar Servicing
LN-01317,BR-01317,,7.86,CURRENT,2024-07-19,2025-01-21,Apex Loan Services
LN-00598,BR-00598,234616.73,20.62,DEFAULT,2019-08-01,2026-07-17,Apex Loan Services
LN-00544,BR-00544,61261.1,4.9,DEFAULT,2026-06-17,2026-01-23,Cedar Capital
LN-00889,BR-00889,3317.29,15.9,CURRENT,2024-03-02,2025-07-17,BlueRiver Finance
LN-00352,BR-00352,0,21.1,CURRENT,2023-09-23,2026-08-10,NorthStar Servicing
LN-00964,BR-00964,373144.77,7.18,CURRENT,2024-12-17,2025-07-02,Apex Loan Services
LN-00797,BR-00797,36764.52,21.6,CLOSED,2026-04-08,2025-09-18,Apex Loan Services
LN-01791,BR-00191,,7.99,DELINQUENT,2025-11-02,2025-07-16,Apex Loan Services
LN-01537,BR-01537,30731.31,6.0,CURRENT,2026-05-06,2025-12-04,Apex Loan Services
LN-00168,BR-00168,,20.05,CURRENT,2026-02-08,2026-07-27,Cedar Capital
LN-00430,BR-00430,11267.81,9.75,CURRENT,2026-01-14,2025-04-26,Apex Loan Services
LN-00897,BR-00897,,13.84,CURRENT,2024-04-20,2026-08-05,Cedar Capital
LN-00764,BR-00764,19027.49,8.85,DELINQUENT,2023-06-14,2024-09-13,Cedar Capital
LN-00954,BR-00954,466.67,5.25,CURRENT,2022-10-18,2026-07-20,Apex Loan Services
LN-00410,BR-00410,,8.43,CURRENT,2022-11-22,2025-11-14,NorthStar Servicing
LN-01259,BR-01259,51641.21,17.26,CURRENT,2023-06-04,2025-07-15,Cedar Capital
LN-00315,BR-00314,80753.66,16.85,DELINQUENT,2025-03-03,2025-08-17,Cedar Capital
LN-00482,BR-00482,0,16.29,CURRENT,2026-02-24,2025-03-11,Apex Loan Services
LN-01334,BR-01334,188453.27,12.44,CURRENT,2024-11-29,2025-06-10,NorthStar Servicing
LN-01842,BR-00242,,9.51,CLOSED,2024-01-09,2026-07-09,NorthStar Servicing
LN-01451,BR-01451,65587.95,15.25,CURRENT,2022-01-21,2025-04-17,Apex Loan Services
LN-01962,BR-00362,232809.38,21.29,CURRENT,2019-10-02,2025-04-01,Cedar Capital
LN-00506,BR-00506,148388.76,5.3,CURRENT,2024-07-07,2026-04-23,NorthStar Servicing
LN-01035,BR-01035,36361.08,17.07,CURRENT,2023-11-30,2024-03-04,BlueRiver Finance
LN-01283,BR-01283,,17.82,CURRENT,2025-05-27,2026-04-26,NorthStar Servicing
LN-01629,BR-00029,327331.34,16.5,CURRENT,2025-09-12,2026-04-05,Apex Loan Services
LN-00161,BR-00161,21243.92,12.17,CURRENT,2024-04-21,2026-01-19,Cedar Capital
LN-01655,BR-00055,47153.5,14.86,CURRENT,2026-07-01,2025-02-27,NorthStar Servicing
LN-01251,BR-01251,0,21.48,CLOSED,2025-08-07,2026-03-20,Cedar Capital
LN-00916,BR-00916,10612.96,21.7,CURRENT,2026-05-09,2025-02-18,Cedar Capital
LN-00141,BR-00141,101087.12,6.4,CURRENT,2019-03-10,2025-02-22,NorthStar Servicing
LN-01454,BR-01454,7722.17,14.44,CURRENT,2025-02-28,2025-11-06,BlueRiver Finance
LN-01348,BR-01348,4764.8,17.67,CURRENT,2025-03-17,2026-01-10,NorthStar Servicing
LN-00003,BR-00003,4275.15,12.37,CURRENT,2024-07-21,2025-06-29,BlueRiver Finance
LN-01089,BR-01089,8574.95,15.52,CLOSED,2023-04-07,2025-09-20,Cedar Capital
LN-01892,BR-00292,24234.91,17.39,DELINQUENT,2020-09-11,2024-08-06,BlueRiver Finance
LN-00630,BR-00630,2106.32,10.41,CURRENT,2026-03-03,2025-10-23,BlueRiver Finance
LN-00257,BR-00257,141173.32,15.45,CURRENT,2026-03-13,2026-02-21,BlueRiver Finance
LN-00735,BR-00735,9686.15,16.14,CURRENT,2025-12-11,2025-08-21,NorthStar Servicing
LN-01612,BR-00012,,19.76,DEFAULT,2022-05-26,2025-10-09,Cedar Capital
LN-00770,BR-00770,,9.75,CURRENT,2025-10-21,2026-01-15,BlueRiver Finance
LN-01233,BR-01233,5589.77,11.63,CURRENT,2023-04-02,2025-10-18,Cedar Capital
LN-00194,BR-00194,,21.94,CLOSED,2024-02-07,2025-07-09,Cedar Capital
LN-01107,BR-01107,93641.49,9.37,CURRENT,2026-01-09,2026-05-05,BlueRiver Finance
LN-01473,BR-01473,18677.79,5.61,CURRENT,2023-05-14,2026-04-28,BlueRiver Finance
LN-00752,BR-00752,,18.64,CURRENT,2026-02-25,2026-02-22,Cedar Capital
LN-00164,BR-00164,,13.57,DEFAULT,2020-02-18,2025-12-16,Cedar Capital
LN-00794,BR-00794,0,13.51,DELINQUENT,2025-09-30,2025-07-02,Cedar Capital
LN-00548,BR-00548,,14.77,CURRENT,2025-02-16,2025-09-22,NorthStar Servicing
LN-00858,BR-00858,29555.81,21.11,CURRENT,2024-03-17,2025-06-28,BlueRiver Finance
LN-00286,BR-00286,9590.0,7.62,CURRENT,2024-09-03,2025-07-26,BlueRiver Finance
LN-00541,BR-00541,5257.57,16.46,CURRENT,2024-08-18,2025-03-08,BlueRiver Finance
LN-01025,BR-01025,1352.57,5.11,CURRENT,2024-09-16,2025-12-18,Apex Loan Services
LN-01692,BR-00092,93866.31,20.67,CURRENT,2025-08-22,2026-07-22,Apex Loan Services
LN-01409,BR-01409,85783.61,14.36,CURRENT,2022-03-14,2025-02-22,Apex Loan Services
LN-00963,BR-00963,82.99,7.83,CURRENT,2022-08-05,2025-08-03,BlueRiver Finance
LN-01438,BR-01438,10777.34,21.32,DELINQUENT,2024-03-22,2026-03-05,Cedar Capital
LN-00273,BR-00273,63986.48,11.78,CURRENT,2024-01-07,2026-03-24,BlueRiver Finance
LN-01628,BR-00028,7233.16,10.78,CLOSED,2025-09-24,2025-03-10,BlueRiver Finance
LN-01023,BR-01023,52758.63,21.28,CURRENT,2024-05-20,2025-07-15,BlueRiver Finance
LN-00036,BR-00036,2806.93,19.52,CURRENT,2026-01-23,2025-10-16,Cedar Capital
LN-00940,BR-00940,0,9.49,DELINQUENT,2024-06-07,2025-07-11,Apex Loan Services
LN-01614,BR-00014,3765.04,14.2,DELINQUENT,2023-07-01,2025-01-31,Cedar Capital
LN-01883,BR-00283,361114.6,19.45,CURRENT,2025-05-21,2024-08-27,BlueRiver Finance
LN-01461,BR-01461,,10.86,CURRENT,2025-04-18,2025-06-14,Cedar Capital
LN-01246,BR-01246,39271.27,11.11,CURRENT,2021-12-17,2025-04-18,BlueRiver Finance
LN-01014,BR-01014,,8.69,DELINQUENT,2022-12-07,2026-04-20,BlueRiver Finance
LN-01002,BR-01002,81809.49,8.0,CURRENT,2025-03-22,2025-03-15,BlueRiver Finance
LN-00629,BR-00629,23151.12,5.25,DELINQUENT,2024-03-05,2024-08-19,Cedar Capital
LN-00335,BR-00334,0,13.94,CURRENT,2026-05-26,2025-10-06,Cedar Capital
LN-01343,BR-01343,464.28,15.55,DELINQUENT,2025-11-26,2025-04-10,BlueRiver Finance
LN-01714,BR-00114,23795.23,5.66,CURRENT,2023-08-06,2025-07-24,Apex Loan Services
LN-01100,BR-01100,43750.28,11.14,CURRENT,2023-05-16,2025-06-07,Cedar Capital
LN-00331,BR-00330,327809.41,19.1,DEFAULT,2026-06-12,2025-10-10,NorthStar Servicing
LN-01041,BR-01041,31375.49,19.13,CURRENT,2023-10-25,2025-09-28,Cedar Capital
LN-01835,BR-00235,28167.6,20.53,DEFAULT,2026-03-25,2026-07-19,NorthStar Servicing
LN-00749,BR-00749,0,19.97,CLOSED,2024-09-17,2026-07-30,Apex Loan Services
LN-00678,BR-00678,43129.49,7.78,CURRENT,2024-07-14,2025-07-08,Apex Loan Services
LN-00385,BR-00385,1165.51,12.69,DELINQUENT,2025-02-06,2025-03-13,BlueRiver Finance
LN-00864,BR-00864,447.97,4.72,CURRENT,2024-10-14,2026-03-21,NorthStar Servicing
LN-00103,BR-00103,6683.52,20.1,CURRENT,2025-09-04,2023-01-15,BlueRiver Finance
LN-01218,BR-01218,0,20.74,DEFAULT,2024-09-18,2026-04-30,NorthStar Servicing
LN-01444,BR-01444,14413.03,19.03,CURRENT,2023-12-28,2026-07-26,NorthStar Servicing
LN-00411,BR-00411,63000.65,8.39,CURRENT,2021-03-24,2025-01-19,Cedar Capital
LN-00883,BR-00883,11937.52,5.25,CURRENT,2025-08-07,2025-03-20,Apex Loan Services
LN-01228,BR-01228,,5.0,CURRENT,2025-06-02,2026-07-17,Apex Loan Services
LN-01719,BR-00119,91349.56,6.63,DELINQUENT,2026-03-18,2025-10-02,Apex Loan Services
LN-01834,BR-00234,2646.81,10.21,CURRENT,2025-02-11,2025-07-14,Cedar Capital
LN-01586,BR-01586,4204.78,22.56,CURRENT,2024-07-29,2026-06-09,Apex Loan Services
LN-00965,BR-00965,247263.49,17.92,CURRENT,2026-01-17,2025-09-16,Apex Loan Services
LN-00404,BR-00404,3695.91,14.3,DEFAULT,2025-09-13,2026-04-18,Apex Loan Services
LN-01669,BR-00069,103642.64,17.55,CURRENT,2026-03-12,2025-12-28,NorthStar Servicing
LN-01720,BR-00120,1950.45,5.92,DELINQUENT,2023-11-30,2025-11-03,BlueRiver Finance
LN-00759,BR-00759,200225.13,19.74,DEFAULT,2026-03-27,2025-05-13,NorthStar Servicing
LN-00153,BR-00153,255034.75,11.07,DELINQUENT,2024-06-14,2025-06-13,BlueRiver Finance
LN-01225,BR-01225,1151.66,20.11,DELINQUENT,2026-07-20,2026-04-06,Cedar Capital
LN-00904,BR-00904,6931.01,17.34,CURRENT,2025-06-09,2024-12-18,Apex Loan Services
LN-00139,BR-00139,,6.68,CURRENT,2022-08-14,2025-08-26,Apex Loan Services
LN-01813,BR-00213,86.63,7.82,DELINQUENT,2024-04-11,2026-03-25,BlueRiver Finance
LN-00375,BR-00375,128388.94,12.71,CURRENT,2022-12-04,2025-05-23,NorthStar Servicing
LN-01084,BR-01084,2124.71,19.12,CURRENT,2023-04-25,2024-10-10,NorthStar Servicing
LN-00594,BR-00594,7957.9,5.41,DEFAULT,2026-05-19,2025-10-10,Apex Loan Services
LN-01428,BR-01428,91651.2,17.22,CURRENT,2022-02-22,2025-12-17,BlueRiver Finance
LN-00454,BR-00454,4333.58,8.18,CURRENT,2026-01-16,2025-04-20,Cedar Capital
LN-01555,BR-01555,975.08,16.76,CURRENT,2024-12-21,2026-01-16,NorthStar Servicing
LN-01993,BR-00393,70683.83,16.59,CURRENT,2023-06-11,2025-03-25,Cedar Capital
LN-01603,BR-00003,62060.95,6.67,CURRENT,2026-03-01,2026-07-03,NorthStar Servicing
LN-00878,BR-00878,20239.13,12.39,CURRENT,2020-04-05,2026-04-22,NorthStar Servicing
LN-01425,BR-01425,684.09,8.46,CURRENT,2023-12-27,2025-10-19,Apex Loan Services
LN-00564,BR-00564,9184.64,11.86,CURRENT,2025-01-10,2025-01-24,Apex Loan Services
LN-01128,BR-01128,4353.33,16.66,CURRENT,2026-04-02,2026-03-02,Cedar Capital
LN-00275,BR-00275,44048.02,6.23,CURRENT,2024-07-14,2025-10-18,NorthStar Servicing
LN-01439,BR-01439,22671.65,20.83,DEFAULT,2023-08-25,2026-03-14,BlueRiver Finance
LN-00920,BR-00920,1672.77,19.16,CURRENT,2026-02-07,2025-06-20,BlueRiver Finance
LN-00680,BR-00680,10504.87,12.53,CURRENT,2026-02-25,2026-02-16,Cedar Capital
LN-00340,BR-00340,1732.42,7.41,CURRENT,2026-06-19,2026-05-03,Cedar Capital
LN-00343,BR-00343,18111.62,14.55,CURRENT,2025-07-02,2025-12-14,Cedar Capital
LN-00576,BR-00576,38660.95,8.24,CURRENT,2025-10-30,2026-07-11,Cedar Capital
LN-00602,BR-00602,471470.91,12.47,DELINQUENT,2025-05-09,2025-01-08,BlueRiver Finance
LN-01550,BR-01550,1147.76,14.07,CURRENT,2026-05-12,2026-02-17,NorthStar Servicing
LN-00590,BR-00590,38303.06,8.81,CURRENT,2025-06-15,2026-07-23,Cedar Capital
LN-00064,BR-00064,-352047.38,11.2,CURRENT,2024-04-12,2025-11-19,BlueRiver Finance
LN-00755,BR-00755,57927.64,8.62,DELINQUENT,2022-12-01,2026-01-22,NorthStar Servicing
LN-01355,BR-01355,9535.39,10.04,CURRENT,2020-02-10,2026-08-05,NorthStar Servicing
LN-01662,BR-00062,235.82,21.09,DELINQUENT,2026-04-02,2026-01-13,Cedar Capital
LN-00561,BR-00561,29578.38,15.18,CURRENT,2025-12-13,2025-11-13,NorthStar Servicing
LN-00775,BR-00775,,9.01,DELINQUENT,2024-07-01,2024-02-18,BlueRiver Finance
LN-01712,BR-00112,35081.08,12.88,CURRENT,2025-10-12,2025-06-22,Cedar Capital
LN-01123,BR-01123,2420.08,9.33,CURRENT,2026-01-30,2026-07-24,Apex Loan Services
LN-00144,BR-00144,120418.21,4.84,CLOSED,2023-12-04,2025-03-14,Cedar Capital
LN-00107,BR-00107,18216.23,19.71,CLOSED,2024-03-04,2025-04-24,Apex Loan Services
LN-01656,BR-00056,117718.72,14.65,DELINQUENT,2025-01-29,2025-06-17,Apex Loan Services
LN-01684,BR-00084,28630.98,13.34,DEFAULT,2025-05-20,2026-05-17,Cedar Capital
LN-01166,BR-01166,313186.34,8.4,CURRENT,2026-02-26,2025-12-24,BlueRiver Finance
LN-00663,BR-00663,177309.83,18.01,CURRENT,2026-03-18,2026-06-21,Cedar Capital
LN-00750,BR-00750,22723.51,9.63,CURRENT,2022-02-08,2025-08-11,Apex Loan Services
LN-00941,BR-00941,17761.09,9.47,CURRENT,2025-11-26,2025-01-02,Cedar Capital
LN-00199,BR-00199,21841.06,20.13,CURRENT,2025-05-04,2026-06-09,Apex Loan Services
LN-01643,BR-00043,13854.9,10.69,DEFAULT,2026-01-10,2026-03-11,Apex Loan Services
LN-00090,BR-00090,60630.77,10.72,DEFAULT,2026-01-08,2025-06-25,BlueRiver Finance
LN-00082,BR-00082,,125.0,CURRENT,2025-12-28,2025-02-22,NorthStar Servicing
LN-01738,BR-00138,49553.02,11.01,DEFAULT,2021-11-10,2025-01-10,NorthStar Servicing
LN-00480,BR-00480,33699.76,14.04,CURRENT,2024-06-07,2025-02-10,NorthStar Servicing
LN-01856,BR-00256,,14.53,CURRENT,2023-12-12,2025-02-14,Cedar Capital
LN-01140,BR-01140,18718.87,20.43,DELINQUENT,2022-07-09,2025-11-30,NorthStar Servicing
LN-00290,BR-00290,235982.15,18.49,DELINQUENT,2021-08-09,2026-05-24,NorthStar Servicing
LN-01105,BR-01105,419545.03,9.26,CURRENT,2021-08-02,2025-04-17,Cedar Capital
LN-00623,BR-00623,310997.4,12.49,CURRENT,2022-01-22,2026-03-31,Apex Loan Services
LN-00241,BR-00241,14115.54,20.75,CURRENT,2026-01-19,2024-12-21,NorthStar Servicing
LN-01013,BR-01013,63344.03,8.91,CURRENT,2025-10-14,2026-06-20,NorthStar Servicing
LN-01311,BR-01311,8054.09,5.62,CURRENT,2020-11-14,2026-01-25,Cedar Capital
LN-00887,BR-00887,8212.56,10.61,CURRENT,2025-09-19,2025-12-05,BlueRiver Finance
LN-00732,BR-00732,24711.38,13.43,CURRENT,2026-04-18,2025-05-21,BlueRiver Finance
LN-01480,BR-01480,148318.6,6.82,CURRENT,2025-10-24,2025-09-23,Cedar Capital
LN-01736,BR-00136,87376.15,4.56,CURRENT,2024-01-30,2025-03-18,BlueRiver Finance
LN-00595,BR-00595,84831.05,20.99,CURRENT,2022-12-01,2025-12-22,Cedar Capital
LN-01619,BR-00019,10108.56,4.68,CURRENT,2026-05-26,2025-12-14,Cedar Capital
LN-00399,BR-00399,16411.45,20.26,DEFAULT,2023-08-20,2025-02-17,BlueRiver Finance
LN-00665,BR-00665,0,19.92,CURRENT,2023-10-17,2026-06-20,NorthStar Servicing
LN-01520,BR-01520,30911.24,18.49,CURRENT,2025-12-23,2025-09-21,NorthStar Servicing
LN-01974,BR-00374,7140.36,4.03,CURRENT,2025-08-06,2025-08-25,NorthStar Servicing
LN-00822,BR-00822,320258.99,12.97,DEFAULT,2023-09-15,2025-04-07,Apex Loan Services
LN-01700,BR-00100,12724.12,8.38,DELINQUENT,2024-01-28,2025-10-28,NorthStar Servicing
LN-00181,BR-00181,211531.84,12.18,DELINQUENT,2023-01-12,2025-10-12,Apex Loan Services
LN-01319,BR-01319,4369.26,10.09,CURRENT,2022-09-13,2026-01-20,Apex Loan Services
LN-00779,BR-00779,2938.93,11.43,CURRENT,2024-12-03,2026-05-11,NorthStar Servicing
LN-00801,BR-00801,84214.17,20.04,CURRENT,2019-12-27,2024-01-01,BlueRiver Finance
LN-01521,BR-01521,,19.69,CURRENT,2021-12-16,2025-05-18,BlueRiver Finance
LN-01261,BR-01261,280098.71,14.93,DELINQUENT,2021-05-07,2025-09-07,Apex Loan Services
LN-01945,BR-00345,3069.1,9.36,CURRENT,2023-06-03,2025-12-27,Apex Loan Services
LN-00555,BR-00555,24725.27,5.77,CURRENT,2024-01-24,2025-07-02,NorthStar Servicing
LN-00990,BR-00990,56000.95,14.59,CURRENT,2024-10-03,2025-09-20,BlueRiver Finance
LN-01216,BR-01216,1958.37,5.73,CURRENT,2020-10-03,2025-12-13,NorthStar Servicing
LN-01529,BR-01529,17596.62,17.41,CURRENT,2025-08-30,2025-03-01,BlueRiver Finance
LN-00783,BR-00783,55664.74,6.15,CURRENT,2023-12-03,2025-09-30,BlueRiver Finance
LN-01806,BR-00206,14116.4,17.7,CURRENT,2026-05-12,2025-08-13,BlueRiver Finance
LN-01427,BR-01427,2190.45,12.18,CURRENT,2022-11-22,2025-04-25,BlueRiver Finance
LN-01195,BR-01195,52541.4,6.57,DELINQUENT,2024-08-06,2025-07-19,NorthStar Servicing
LN-00214,BR-00214,3751.77,20.89,DEFAULT,2023-10-05,2025-04-22,BlueRiver Finance
LN-01016,BR-01016,2567.0,13.15,CURRENT,2024-10-01,2026-06-15,Apex Loan Services
LN-01957,BR-00357,8862.07,18.74,CURRENT,2025-08-23,2025-08-02,Apex Loan Services
LN-01984,BR-00384,5687.21,13.0,CURRENT,2023-01-16,2026-07-23,BlueRiver Finance
LN-01828,BR-00228,4680.85,5.19,CURRENT,2025-07-10,2025-12-07,Apex Loan Services
