loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN-00471,BR-00471,AUTO,2019-04-18,2029-04-17,25000,0,16.97,120,PA,VEHICLE_PURCHASE,B,2,30K-50K,CLOSED,0,NorthStar Servicing,2019-11-01,2026-08-09,AVAILABLE,SERVICING
LN-00472,BR-00472,BUSINESS,2019-11-23,2025-11-22,50000,24113.54,11.28,72,AZ,EXPANSION,C,5,50K-75K,CURRENT,0,NorthStar Servicing,2021-08-15,2025-10-24,AVAILABLE,ORIGINATION
LN-00473,BR-00473,HOME,2023-03-16,2025-03-15,5000,2965.8,19.53,24,IL,HOME_REFINANCE,A,2,150K+,CURRENT,0,BlueRiver Finance,2025-10-04,2025-12-19,AVAILABLE,ORIGINATION
LN-00474,BR-00474,EDUCATION,2024-08-05,2031-08-05,25000,20447.67,16.27,84,FL,EDUCATION_EXPENSE,C,10,<30K,CURRENT,0,NorthStar Servicing,2025-06-29,2025-10-06,MISSING,API_IMPORT
LN-00475,BR-00475,HOME,2022-06-01,2052-06-01,15000,13562.52,10.95,360,CA,HOME_IMPROVEMENT,B,1,<30K,CURRENT,0,Cedar Capital,2024-10-28,2025-05-31,AVAILABLE,SERVICING
LN-00476,BR-00476,PERSONAL,2020-01-02,2022-01-01,10000,6532.68,10.31,24,IL,HOME_IMPROVEMENT,C,2,<30K,DEFAULT,180,Cedar Capital,2022-03-29,2026-03-02,AVAILABLE,API_IMPORT
LN-00477,BR-00477,AUTO,2019-02-18,2026-02-17,5000,1300.06,7.12,84,GA,VEHICLE_REFINANCE,B,20,<30K,CURRENT,0,NorthStar Servicing,2021-03-22,2025-04-27,MISSING,ORIGINATION
LN-00478,BR-00478,HOME,2025-06-30,2026-06-30,250000,19325.25,17.21,12,MD,HOME_REFINANCE,E,3,50K-75K,DEFAULT,90,BlueRiver Finance,2026-05-10,2026-06-03,PENDING,ORIGINATION
LN-00479,BR-00479,HOME,2024-04-09,2028-04-09,50000,33466.53,9.2,48,MD,HOME_REFINANCE,E,5,30K-50K,CURRENT,0,Apex Loan Services,2024-05-30,2025-12-02,AVAILABLE,ORIGINATION
LN-00480,BR-00480,AUTO,2023-09-24,2027-09-24,75000,33699.76,14.04,48,CO,VEHICLE_PURCHASE,A,2,100K-150K,CURRENT,0,NorthStar Servicing,2024-06-07,2025-02-10,AVAILABLE,API_IMPORT
LN-00481,BR-00481,AUTO,2023-11-28,2025-11-27,50000,10611.37,11.69,24,MA,VEHICLE_REFINANCE,A,7,30K-50K,DELINQUENT,120,Cedar Capital,2024-01-16,2025-04-04,EXPIRED,SERVICING
LN-00482,BR-00482,AUTO,2023-03-02,2026-03-01,5000,279.56,16.29,36,OH,VEHICLE_PURCHASE,E,1,50K-75K,CURRENT,0,Apex Loan Services,2026-02-24,2025-03-11,AVAILABLE,API_IMPORT
LN-00483,BR-00483,BUSINESS,2022-07-10,2024-07-09,50000,36176.88,12.53,24,TX,EQUIPMENT,E,2,75K-100K,DEFAULT,180,Cedar Capital,2022-09-12,2025-08-25,AVAILABLE,SERVICING
LN-00484,BR-00484,PERSONAL,2020-03-19,2022-03-19,15000,5004.13,9.57,24,PA,HOME_IMPROVEMENT,A,5,150K+,CURRENT,0,Apex Loan Services,2023-12-11,2025-06-04,AVAILABLE,ORIGINATION
LN-00485,BR-00485,PERSONAL,2022-10-07,2023-10-07,100000,64585.93,8.96,12,OR,DEBT_CONSOLIDATION,D,10,100K-150K,CURRENT,0,NorthStar Servicing,2023-02-23,2025-04-24,AVAILABLE,API_IMPORT
LN-00486,BR-00486,EDUCATION,2025-06-22,2032-06-21,25000,0,20.51,84,AZ,TUITION,C,3,30K-50K,CLOSED,0,Cedar Capital,2026-06-27,2025-08-06,AVAILABLE,API_IMPORT
LN-00487,BR-00487,EDUCATION,2019-09-25,2039-09-25,5000,4213.26,13.37,240,OR,EDUCATION_EXPENSE,D,5,<30K,CURRENT,0,Cedar Capital,2023-11-14,2026-03-07,AVAILABLE,ORIGINATION
LN-00488,BR-00488,AUTO,2022-03-11,2027-03-11,5000,2007.33,12.61,60,CO,VEHICLE_REFINANCE,B,3,30K-50K,CURRENT,0,NorthStar Servicing,2025-12-19,2025-02-15,AVAILABLE,API_IMPORT
LN-00489,BR-00489,EDUCATION,2021-01-21,2036-01-22,50000,28103.36,7.82,180,MD,TUITION,B,1,100K-150K,CURRENT,0,NorthStar Servicing,2023-11-25,2025-07-22,AVAILABLE,ORIGINATION
LN-00490,BR-00490,EDUCATION,2022-02-18,2024-02-18,100000,9754.88,18.72,24,FL,EDUCATION_EXPENSE,A,15,150K+,DELINQUENT,90,Cedar Capital,2024-06-25,2026-01-21,AVAILABLE,API_IMPORT
LN-00491,BR-00491,EDUCATION,2024-12-15,2030-12-15,10000,2933.44,19.48,72,CA,EDUCATION_EXPENSE,A,5,<30K,DEFAULT,90,Apex Loan Services,2026-07-16,2025-08-25,AVAILABLE,SERVICING
LN-00492,BR-00492,EDUCATION,2022-08-07,2024-08-06,100000,53501.9,21.18,24,MD,EDUCATION_EXPENSE,D,3,<30K,CURRENT,0,Cedar Capital,2025-10-07,2025-08-21,PENDING,API_IMPORT
LN-00493,BR-00493,AUTO,2021-08-23,2041-08-23,25000,23396.15,14.0,240,TN,VEHICLE_PURCHASE,B,7,100K-150K,CURRENT,0,NorthStar Servicing,2026-06-19,2025-06-14,AVAILABLE,API_IMPORT
LN-00494,BR-00494,PERSONAL,2020-05-27,2026-05-27,5000,3556.16,12.56,72,NC,DEBT_CONSOLIDATION,E,10,150K+,CURRENT,0,BlueRiver Finance,2022-03-31,2025-11-16,AVAILABLE,SERVICING
LN-00495,BR-00495,BUSINESS,2023-11-04,2053-11-04,75000,48438.52,6.28,360,OH,EXPANSION,E,15,100K-150K,CURRENT,0,BlueRiver Finance,2026-06-21,2026-07-29,AVAILABLE,ORIGINATION
LN-00496,BR-00496,HOME,2023-10-15,2027-10-15,25000,13637.93,9.13,48,NY,HOME_IMPROVEMENT,C,10,50K-75K,DEFAULT,90,Cedar Capital,2025-09-24,2025-02-07,AVAILABLE,API_IMPORT
LN-00497,BR-00497,AUTO,2021-12-22,2026-12-22,10000,7364.28,20.88,60,FL,VEHICLE_REFINANCE,E,10,<30K,CURRENT,0,Cedar Capital,2024-06-14,2026-07-29,AVAILABLE,ORIGINATION
LN-00498,BR-00498,AUTO,2024-09-12,2044-09-12,75000,63165.14,10.07,240,MD,VEHICLE_REFINANCE,A,15,50K-75K,CURRENT,0,NorthStar Servicing,2026-02-14,2026-05-16,AVAILABLE,ORIGINATION
LN-00499,BR-00499,HOME,2024-02-04,2027-02-03,25000,6361.55,18.2,36,FL,HOME_IMPROVEMENT,A,5,30K-50K,CURRENT,0,Apex Loan Services,2024-03-31,2026-06-10,AVAILABLE,SERVICING
LN-00500,BR-00500,PERSONAL,2019-12-26,2022-12-25,25000,16376.02,18.53,36,MA,HOME_IMPROVEMENT,B,15,150K+,CURRENT,0,Cedar Capital,2021-08-21,2025-06-23,AVAILABLE,ORIGINATION
LN-00501,BR-00501,AUTO,2019-09-22,2024-09-21,100000,55034.83,16.08,60,MN,VEHICLE_REFINANCE,B,7,30K-50K,CURRENT,0,Cedar Capital,2025-09-13,2025-06-27,AVAILABLE,SERVICING
LN-00502,BR-00502,AUTO,2023-08-14,2024-08-13,5000,750.37,18.61,12,NY,VEHICLE_PURCHASE,E,15,<30K,DELINQUENT,180,Cedar Capital,2025-08-01,2026-06-20,MISSING,SERVICING
LN-00503,BR-00503,PERSONAL,2025-10-05,2028-10-04,500000,139260.62,7.44,36,FL,DEBT_CONSOLIDATION,C,2,100K-150K,DELINQUENT,90,NorthStar Servicing,2026-03-31,2026-04-10,PENDING,SERVICING
LN-00504,BR-00504,PERSONAL,2019-12-21,2025-12-20,10000,438.83,10.39,72,NC,DEBT_CONSOLIDATION,B,15,75K-100K,CURRENT,0,BlueRiver Finance,2022-08-18,2026-04-23,AVAILABLE,API_IMPORT
LN-00505,BR-00505,PERSONAL,2024-01-26,2039-01-26,500000,378949.49,12.04,180,IL,HOME_IMPROVEMENT,A,10,<30K,DELINQUENT,15,Apex Loan Services,2024-12-12,2025-04-08,PENDING,ORIGINATION
LN-00506,BR-00506,BUSINESS,2020-06-01,2027-06-01,250000,148388.76,5.3,84,MD,EQUIPMENT,C,20,30K-50K,CURRENT,0,NorthStar Servicing,2024-07-07,2026-04-23,AVAILABLE,SERVICING
LN-00507,BR-00507,PERSONAL,2023-11-11,2033-11-10,250000,206362.45,10.99,120,GA,HOME_IMPROVEMENT,D,10,100K-150K,DELINQUENT,45,NorthStar Servicing,2025-01-29,2025-05-29,AVAILABLE,SERVICING
LN-00508,BR-00508,AUTO,2019-07-20,2023-07-20,150000,117613.25,11.96,48,IL,VEHICLE_REFINANCE,A,7,50K-75K,CURRENT,0,NorthStar Servicing,2024-03-12,2025-07-24,AVAILABLE,ORIGINATION
LN-00509,BR-00509,HOME,2022-01-25,2028-01-25,100000,40090.94,8.4,72,MA,HOME_IMPROVEMENT,D,5,30K-50K,DEFAULT,90,NorthStar Servicing,2026-05-01,2025-04-24,AVAILABLE,API_IMPORT
LN-00510,BR-00510,HOME,2020-08-23,2035-08-24,25000,8865.98,5.59,180,TN,HOME_REFINANCE,C,10,75K-100K,CURRENT,0,Apex Loan Services,2025-04-20,2025-12-16,AVAILABLE,ORIGINATION
LN-00511,BR-00511,AUTO,2021-05-26,2028-05-25,75000,8181.89,9.92,84,VA,VEHICLE_REFINANCE,C,5,50K-75K,CURRENT,0,BlueRiver Finance,2025-07-18,2025-05-02,AVAILABLE,API_IMPORT
LN-00512,BR-00512,PERSONAL,2023-01-11,2043-01-11,50000,28634.02,11.88,240,MD,MEDICAL,D,2,150K+,CURRENT,0,NorthStar Servicing,2025-04-24,2026-01-23,AVAILABLE,SERVICING
LN-00513,BR-00513,HOME,2024-11-26,2027-11-26,5000,762.24,21.79,36,MA,HOME_REFINANCE,D,3,75K-100K,CURRENT,0,Apex Loan Services,2025-09-18,2025-07-19,AVAILABLE,SERVICING
LN-00514,BR-00514,HOME,2023-09-06,2028-09-05,5000,2748.39,16.4,60,MN,HOME_IMPROVEMENT,E,2,50K-75K,CURRENT,0,Apex Loan Services,2026-01-05,2026-05-08,AVAILABLE,ORIGINATION
LN-00515,BR-00515,PERSONAL,2021-10-24,2024-10-23,25000,19572.78,15.17,36,CA,MEDICAL,C,7,50K-75K,DELINQUENT,60,BlueRiver Finance,2026-03-24,2025-03-13,MISSING,ORIGINATION
LN-00516,BR-00516,PERSONAL,2024-04-13,2027-04-13,5000,141.06,16.31,36,CO,MEDICAL,A,1,75K-100K,CURRENT,0,Cedar Capital,2024-12-09,2025-11-19,PENDING,API_IMPORT
LN-00517,BR-00517,BUSINESS,2020-09-23,2025-09-23,500000,75919.69,11.13,60,MI,EQUIPMENT,B,2,100K-150K,CURRENT,0,NorthStar Servicing,2021-03-26,2025-06-20,AVAILABLE,API_IMPORT
LN-00518,BR-00518,PERSONAL,2024-12-03,2026-12-03,250000,73865.48,5.21,24,IL,DEBT_CONSOLIDATION,A,7,75K-100K,CURRENT,0,BlueRiver Finance,2025-10-04,2026-07-29,AVAILABLE,SERVICING
LN-00519,BR-00519,BUSINESS,2020-07-31,2021-07-31,500000,177995.55,21.58,12,MD,WORKING_CAPITAL,C,10,100K-150K,CURRENT,0,NorthStar Servicing,2020-10-09,2026-06-04,AVAILABLE,ORIGINATION
LN-00520,BR-00520,EDUCATION,2020-12-17,2023-12-17,5000,1736.87,21.51,36,NY,EDUCATION_EXPENSE,D,20,50K-75K,CURRENT,0,Apex Loan Services,2024-05-11,2025-02-21,AVAILABLE,API_IMPORT
LN-00521,BR-00521,BUSINESS,2023-03-19,2053-03-19,10000,3610.55,4.76,360,OR,EQUIPMENT,C,5,100K-150K,CURRENT,0,Cedar Capital,2025-09-01,2025-04-05,PENDING,SERVICING
LN-00522,BR-00522,EDUCATION,2022-12-21,2029-12-20,5000,609.43,18.1,84,NJ,TUITION,D,5,75K-100K,CURRENT,0,Cedar Capital,2025-07-07,2026-04-08,AVAILABLE,SERVICING
LN-00523,BR-00523,PERSONAL,2024-11-30,2034-11-30,25000,19387.99,8.49,120,CO,DEBT_CONSOLIDATION,D,10,<30K,DEFAULT,180,Cedar Capital,2025-03-16,2025-11-18,AVAILABLE,SERVICING
LN-00524,BR-00524,PERSONAL,2025-10-02,2028-10-01,25000,1641.07,7.4,36,WA,MEDICAL,A,10,100K-150K,DEFAULT,120,NorthStar Servicing,2026-02-09,2026-06-15,MISSING,ORIGINATION
LN-00525,BR-00525,PERSONAL,2022-01-01,2023-01-01,100000,96653.37,18.32,12,NY,DEBT_CONSOLIDATION,A,20,150K+,CURRENT,0,NorthStar Servicing,2022-06-30,2025-12-02,AVAILABLE,SERVICING
LN-00526,BR-00526,PERSONAL,2020-07-12,2027-07-12,10000,8159.58,4.9,84,AZ,MEDICAL,E,2,75K-100K,CURRENT,0,Apex Loan Services,2023-10-07,2026-01-30,PENDING,API_IMPORT
LN-00527,BR-00527,EDUCATION,2019-08-24,2025-08-23,50000,6999.43,8.0,72,OR,EDUCATION_EXPENSE,E,5,50K-75K,CURRENT,0,Cedar Capital,2025-08-31,2025-04-06,AVAILABLE,ORIGINATION
LN-00528,BR-00528,PERSONAL,2019-08-26,2020-08-25,500000,425126.14,10.96,12,MD,MEDICAL,A,7,75K-100K,CURRENT,0,Cedar Capital,2024-02-22,2025-07-17,AVAILABLE,ORIGINATION
LN-00529,BR-00529,BUSINESS,2024-03-23,2029-03-23,15000,5950.32,7.77,60,CO,EXPANSION,A,3,<30K,CURRENT,0,Apex Loan Services,2025-02-04,2025-04-26,AVAILABLE,API_IMPORT
LN-00530,BR-00530,PERSONAL,2023-02-05,2030-02-04,10000,3557.99,5.9,84,MN,HOME_IMPROVEMENT,C,7,<30K,CURRENT,0,Apex Loan Services,2026-01-07,2025-01-15,MISSING,SERVICING
LN-00531,BR-00531,BUSINESS,2019-07-25,2049-07-25,500000,424239.93,10.78,360,MN,WORKING_CAPITAL,C,5,<30K,DEFAULT,90,Cedar Capital,2025-01-18,2025-09-29,AVAILABLE,API_IMPORT
LN-00532,BR-00532,AUTO,2021-01-30,2041-01-30,15000,8577.21,14.98,240,NJ,VEHICLE_REFINANCE,C,10,150K+,CURRENT,0,Cedar Capital,2023-05-08,2026-03-20,AVAILABLE,SERVICING
LN-00533,BR-00533,EDUCATION,2019-08-03,2029-08-02,75000,44601.97,10.1,120,CO,TUITION,C,1,30K-50K,CURRENT,0,NorthStar Servicing,2024-05-10,2025-07-24,AVAILABLE,API_IMPORT
LN-00534,BR-00534,HOME,2024-07-17,2031-07-17,5000,1531.48,13.86,84,FL,HOME_REFINANCE,C,1,30K-50K,CURRENT,0,BlueRiver Finance,2025-08-11,2025-04-06,MISSING,SERVICING
LN-00535,BR-00535,BUSINESS,2022-10-03,2037-10-03,10000,8994.78,19.35,180,OH,WORKING_CAPITAL,D,1,50K-75K,DELINQUENT,30,Apex Loan Services,2023-05-22,2025-06-21,AVAILABLE,ORIGINATION
LN-00536,BR-00536,AUTO,2021-04-09,2024-04-08,250000,229078.28,18.12,36,CO,VEHICLE_PURCHASE,A,20,30K-50K,CURRENT,0,BlueRiver Finance,2024-12-14,2025-12-13,AVAILABLE,ORIGINATION
LN-00537,BR-00537,EDUCATION,2024-12-27,2026-12-27,75000,6054.1,12.41,24,CA,TUITION,C,3,150K+,CURRENT,0,Apex Loan Services,2025-05-10,2025-12-14,PENDING,API_IMPORT
LN-00538,BR-00538,BUSINESS,2020-07-28,2040-07-28,500000,224628.54,13.11,240,NC,EXPANSION,B,5,75K-100K,DELINQUENT,15,Cedar Capital,2022-06-12,2026-02-20,MISSING,SERVICING
LN-00539,BR-00539,HOME,2020-03-18,2023-03-18,150000,91482.22,12.91,36,VA,HOME_IMPROVEMENT,A,15,100K-150K,CURRENT,0,Apex Loan Services,2025-08-10,2025-07-25,AVAILABLE,API_IMPORT
LN-00540,BR-00540,PERSONAL,2022-11-23,2025-11-22,150000,36663.6,14.0,36,MN,HOME_IMPROVEMENT,E,15,<30K,CURRENT,0,Apex Loan Services,2024-07-08,2025-06-11,EXPIRED,SERVICING
LN-00541,BR-00541,EDUCATION,2021-02-23,2036-02-24,50000,4439.32,16.46,180,NY,TUITION,C,15,150K+,CURRENT,0,BlueRiver Finance,2024-08-18,2025-03-08,AVAILABLE,SERVICING
LN-00542,BR-00542,PERSONAL,2024-04-14,2028-04-14,100000,68929.29,4.9,48,IL,HOME_IMPROVEMENT,D,7,50K-75K,DELINQUENT,60,BlueRiver Finance,2024-09-14,2025-12-24,AVAILABLE,SERVICING
LN-00543,BR-00543,PERSONAL,2020-05-22,2025-05-22,500000,196111.74,7.51,60,PA,MEDICAL,E,3,30K-50K,DEFAULT,120,Cedar Capital,2025-12-05,2026-04-13,AVAILABLE,SERVICING
LN-00544,BR-00544,AUTO,2023-11-15,2028-11-14,250000,61261.1,4.9,60,MD,VEHICLE_PURCHASE,C,7,<30K,DEFAULT,180,Cedar Capital,2026-06-17,2026-01-23,AVAILABLE,SERVICING
LN-00545,BR-00545,BUSINESS,2023-12-31,2025-12-30,10000,707.97,5.0,24,NY,EXPANSION,C,15,50K-75K,DEFAULT,90,Cedar Capital,2025-08-02,2026-06-19,AVAILABLE,SERVICING
LN-00546,BR-00546,PERSONAL,2021-01-18,2024-01-18,150000,35220.47,7.77,36,PA,MEDICAL,A,7,50K-75K,CURRENT,0,Cedar Capital,2024-05-26,2025-04-18,AVAILABLE,SERVICING
LN-00547,BR-00547,BUSINESS,2021-06-03,2023-06-03,250000,95998.62,6.96,24,NJ,EQUIPMENT,A,10,30K-50K,CURRENT,0,NorthStar Servicing,2021-08-29,2025-03-07,PENDING,SERVICING
LN-00548,BR-00548,EDUCATION,2024-08-05,2029-08-05,150000,135437.38,14.77,60,OR,TUITION,D,15,30K-50K,CURRENT,0,NorthStar Servicing,2025-02-16,2026-04-07,PENDING,SERVICING
LN-00549,BR-00549,BUSINESS,2023-06-03,2053-06-03,50000,10537.29,21.84,360,VA,EXPANSION,B,2,150K+,CURRENT,0,BlueRiver Finance,2026-03-02,2026-07-02,AVAILABLE,SERVICING
LN-00550,BR-00550,PERSONAL,2025-01-10,2030-01-10,10000,8133.2,16.02,60,TN,DEBT_CONSOLIDATION,E,1,30K-50K,DELINQUENT,90,Cedar Capital,2025-02-28,2025-08-14,AVAILABLE,SERVICING
LN-00551,BR-00551,PERSONAL,2024-10-03,2054-10-04,50000,0,9.64,360,CA,DEBT_CONSOLIDATION,A,3,50K-75K,CLOSED,0,BlueRiver Finance,2025-10-08,2025-10-08,AVAILABLE,SERVICING
LN-00552,BR-00552,PERSONAL,2021-11-25,2022-11-25,250000,20810.34,5.9,12,OR,MEDICAL,E,20,150K+,CURRENT,0,Cedar Capital,2024-03-25,2026-06-28,PENDING,SERVICING
LN-00553,BR-00553,BUSINESS,2025-03-12,2029-03-12,500000,251.78,15.72,48,MA,WORKING_CAPITAL,D,15,30K-50K,CURRENT,0,BlueRiver Finance,2026-07-02,2026-05-01,AVAILABLE,ORIGINATION
LN-00554,BR-00554,BUSINESS,2025-01-01,2026-01-01,100000,89545.85,20.52,12,NJ,EXPANSION,E,3,50K-75K,CURRENT,0,BlueRiver Finance,2025-04-12,2026-06-29,PENDING,ORIGINATION
LN-00555,BR-00555,BUSINESS,2021-06-30,2022-06-30,100000,24725.27,5.77,12,FL,EQUIPMENT,E,7,100K-150K,CURRENT,0,NorthStar Servicing,2024-01-24,2025-07-02,AVAILABLE,SERVICING
LN-00556,BR-00556,EDUCATION,2025-10-17,2030-10-17,500000,447184.81,5.46,60,VA,TUITION,D,7,75K-100K,CURRENT,0,NorthStar Servicing,2026-06-06,2025-10-24,AVAILABLE,API_IMPORT
LN-00557,BR-00557,AUTO,2025-09-05,2027-09-05,10000,3139.88,12.27,24,MA,VEHICLE_PURCHASE,C,3,50K-75K,CURRENT,0,BlueRiver Finance,2026-01-08,2025-12-27,AVAILABLE,API_IMPORT
LN-00558,BR-00558,PERSONAL,2021-12-07,2028-12-06,25000,16900.86,18.32,84,NJ,DEBT_CONSOLIDATION,B,10,100K-150K,DEFAULT,180,BlueRiver Finance,2023-04-04,2025-02-16,AVAILABLE,ORIGINATION
LN-00559,BR-00559,AUTO,2023-02-13,2028-02-13,5000,3433.8,20.73,60,OH,VEHICLE_REFINANCE,C,3,<30K,CURRENT,0,Cedar Capital,2024-09-23,2025-12-20,PENDING,SERVICING
LN-00560,BR-00560,PERSONAL,2019-07-21,2021-07-20,10000,0,6.13,24,OH,HOME_IMPROVEMENT,E,20,<30K,CLOSED,0,BlueRiver Finance,2024-11-23,2026-07-28,AVAILABLE,SERVICING
LN-00561,BR-00561,BUSINESS,2023-09-13,2030-09-12,75000,29578.38,15.18,84,AZ,EQUIPMENT,D,15,150K+,CURRENT,0,NorthStar Servicing,2025-12-13,2025-11-13,MISSING,ORIGINATION
LN-00562,BR-00562,EDUCATION,2021-03-06,2051-03-07,25000,1296.48,7.61,360,MI,TUITION,B,2,75K-100K,CURRENT,0,BlueRiver Finance,2026-03-09,2025-05-23,MISSING,API_IMPORT
LN-00563,BR-00563,BUSINESS,2022-02-26,2026-02-26,75000,71873.97,13.08,48,CO,WORKING_CAPITAL,E,1,150K+,DEFAULT,120,NorthStar Servicing,2025-12-24,2025-04-21,PENDING,SERVICING
LN-00564,BR-00564,EDUCATION,2024-06-18,2030-06-18,10000,9184.64,11.86,72,VA,EDUCATION_EXPENSE,A,20,150K+,CURRENT,0,Apex Loan Services,2025-01-10,2025-06-05,AVAILABLE,SERVICING
LN-00565,BR-00565,BUSINESS,2023-09-04,2029-09-03,15000,11029.95,15.23,72,MI,EXPANSION,D,10,100K-150K,CURRENT,0,BlueRiver Finance,2024-08-18,2026-01-04,PENDING,ORIGINATION
LN-00566,BR-00566,EDUCATION,2019-02-26,2022-02-25,150000,114666.34,18.69,36,IL,EDUCATION_EXPENSE,E,10,75K-100K,DELINQUENT,90,Cedar Capital,2019-09-12,2026-01-24,AVAILABLE,ORIGINATION
LN-00567,BR-00567,EDUCATION,2019-07-13,2020-07-12,15000,5634.8,5.83,12,MI,EDUCATION_EXPENSE,E,5,30K-50K,CURRENT,0,BlueRiver Finance,2024-02-25,2025-10-30,EXPIRED,ORIGINATION
LN-00568,BR-00568,BUSINESS,2022-07-10,2023-07-10,10000,4402.22,10.78,12,MA,EXPANSION,E,1,150K+,CURRENT,0,Cedar Capital,2023-05-26,2026-06-02,AVAILABLE,SERVICING
LN-00569,BR-00569,EDUCATION,2019-05-21,2024-05-20,150000,78933.59,21.77,60,CA,TUITION,D,1,<30K,CURRENT,0,Cedar Capital,2023-05-06,2026-05-25,EXPIRED,ORIGINATION
LN-00570,BR-00570,PERSONAL,2020-06-29,2023-06-29,250000,18585.02,10.53,36,MI,DEBT_CONSOLIDATION,B,15,50K-75K,CURRENT,0,NorthStar Servicing,2024-02-05,2026-01-02,AVAILABLE,ORIGINATION
LN-00571,BR-00571,HOME,2020-02-23,2050-02-23,100000,92433.3,11.17,360,NC,HOME_PURCHASE,D,10,100K-150K,CURRENT,0,Cedar Capital,2021-12-07,2026-01-05,AVAILABLE,API_IMPORT
LN-00572,BR-00572,EDUCATION,2021-03-09,2023-03-09,500000,272122.4,18.09,24,MI,TUITION,C,15,150K+,CURRENT,0,Cedar Capital,2024-08-23,2026-01-08,AVAILABLE,SERVICING
LN-00573,BR-00573,AUTO,2023-06-02,2033-06-01,25000,24319.08,8.87,120,CO,VEHICLE_REFINANCE,E,1,50K-75K,CURRENT,0,Cedar Capital,2025-06-27,2026-03-21,AVAILABLE,ORIGINATION
LN-00574,BR-00574,EDUCATION,2020-09-29,2022-09-29,250000,164038.13,13.75,24,NY,TUITION,C,5,100K-150K,CURRENT,0,Cedar Capital,2024-12-30,2026-03-15,AVAILABLE,SERVICING
LN-00575,BR-00575,EDUCATION,2019-11-06,2020-11-05,150000,115721.29,15.97,12,MN,EDUCATION_EXPENSE,D,1,100K-150K,CURRENT,0,Apex Loan Services,2020-06-09,2026-06-07,AVAILABLE,API_IMPORT
LN-00576,BR-00576,EDUCATION,2023-03-04,2026-03-03,50000,38660.95,8.24,36,MN,TUITION,E,7,30K-50K,CURRENT,0,Cedar Capital,2025-10-30,2026-07-11,PENDING,API_IMPORT
LN-00577,BR-00577,EDUCATION,2023-05-05,2033-05-04,25000,7238.2,16.04,120,AZ,EDUCATION_EXPENSE,B,3,50K-75K,CURRENT,0,Apex Loan Services,2026-02-21,2025-06-03,MISSING,SERVICING
LN-00578,BR-00578,AUTO,2020-01-04,2027-01-03,150000,17443.5,14.25,84,FL,VEHICLE_REFINANCE,A,10,75K-100K,CURRENT,0,Apex Loan Services,2022-07-24,2025-09-09,AVAILABLE,SERVICING
LN-00579,BR-00579,EDUCATION,2023-10-21,2027-10-21,100000,43464.92,16.17,48,VA,EDUCATION_EXPENSE,A,15,100K-150K,DEFAULT,180,BlueRiver Finance,2024-07-16,2025-02-25,AVAILABLE,ORIGINATION
LN-00580,BR-00580,EDUCATION,2024-09-04,2027-09-04,25000,5278.7,21.68,36,MD,TUITION,E,2,150K+,CURRENT,0,Cedar Capital,2025-10-09,2026-04-28,AVAILABLE,API_IMPORT
LN-00581,BR-00581,EDUCATION,2021-10-17,2041-10-17,5000,0,13.45,240,CA,TUITION,E,1,75K-100K,CLOSED,0,Cedar Capital,2023-05-07,2025-12-18,AVAILABLE,ORIGINATION
LN-00582,BR-00582,PERSONAL,2021-05-05,2024-05-04,25000,17078.39,9.54,36,PA,MEDICAL,D,5,75K-100K,CURRENT,0,Apex Loan Services,2023-12-31,2025-03-11,EXPIRED,SERVICING
LN-00583,BR-00583,PERSONAL,2025-10-10,2027-10-10,150000,18965.16,17.04,24,GA,HOME_IMPROVEMENT,D,20,30K-50K,CURRENT,0,BlueRiver Finance,2026-07-21,2026-05-20,EXPIRED,ORIGINATION
LN-00584,BR-00584,AUTO,2021-03-22,2041-03-22,15000,12735.37,8.89,240,TN,VEHICLE_PURCHASE,A,10,50K-75K,DELINQUENT,30,Apex Loan Services,2023-06-16,2026-01-14,AVAILABLE,API_IMPORT
LN-00585,BR-00585,HOME,2023-02-11,2024-02-11,75000,0,5.59,12,AZ,HOME_REFINANCE,D,2,30K-50K,CLOSED,0,NorthStar Servicing,2025-07-21,2026-01-20,AVAILABLE,ORIGINATION
LN-00586,BR-00586,EDUCATION,2022-08-25,2042-08-25,100000,82121.24,9.34,240,WA,EDUCATION_EXPENSE,E,20,100K-150K,DELINQUENT,60,NorthStar Servicing,2025-04-11,2025-07-01,AVAILABLE,SERVICING
LN-00587,BR-00587,BUSINESS,2023-06-09,2027-06-09,100000,28368.01,14.56,48,OR,WORKING_CAPITAL,B,7,<30K,DELINQUENT,120,Apex Loan Services,2026-05-21,2026-06-15,MISSING,SERVICING
LN-00588,BR-00588,EDUCATION,2025-01-03,2029-01-03,100000,30639.14,17.54,48,FL,EDUCATION_EXPENSE,C,10,50K-75K,CURRENT,0,NorthStar Servicing,2025-03-07,2025-12-02,AVAILABLE,API_IMPORT
LN-00589,BR-00589,BUSINESS,2019-01-25,2023-01-25,10000,4786.97,4.97,48,NJ,EXPANSION,A,15,30K-50K,CURRENT,0,NorthStar Servicing,2025-04-14,2025-01-24,EXPIRED,SERVICING
LN-00590,BR-00590,PERSONAL,2025-05-05,2029-05-05,50000,47567.32,8.81,48,TX,MEDICAL,A,2,100K-150K,CURRENT,0,Cedar Capital,2025-06-15,2026-07-23,AVAILABLE,ORIGINATION
